Страна,год,Категория продуктов питания,Общее_количество_отходов_(тонн),Экономический ущерб (Млн долларов),Среднее количество отходов на душу населения (Кг),Численность населения (Млн),Бытовые отходы (%)
russia,2022,fruit vegetable,3276.1,3186.36,128.06,141.24,53.5
italy,2024,grain cereal,18515.86,17545.54,153.31,55.7,44.68
uk,2022,frozen food,45818.4,47474.91,163.87,423.39,38.76
japan,2020,beverage,48179.34,39123.9,144.61,575.86,56.3
argentina,2024,fruit vegetable,11161.41,12094.6,72.15,1366.98,56.03
mexico,2021,bakery item,23487.76,23061.51,103.11,421.17,65.75
germany,2024,fruit vegetable,37046.95,40037.62,94.86,279.45,67.17
russia,2024,dairy product,10931.38,12160.96,72.73,924.85,61.3
saudi arabia,2019,prepared food,21265.21,24178.54,156.72,119.71,68.63
japan,2019,grain cereal,32289.84,27529.79,92.0,92.1,41.77
indonesia,2018,beverage,628.7,624.14,72.01,797.14,35.05
germany,2021,dairy product,15436.69,12420.26,135.64,1069.72,40.72
mexico,2021,prepared food,3807.79,4108.09,86.96,14.49,43.77
china,2020,dairy product,17049.56,14482.8,149.3,473.11,39.66
indonesia,2021,meat seafood,17465.46,14797.67,86.39,1206.28,49.51
australia,2021,grain cereal,8527.13,9161.94,60.78,370.06,62.98
india,2023,meat seafood,34194.37,29599.0,100.29,709.57,43.3
brazil,2024,prepared food,48171.35,54688.41,62.15,1050.41,35.65
australia,2023,bakery item,1329.28,1220.13,152.26,515.72,31.62
canada,2020,dairy product,46989.77,38729.32,167.7,827.41,43.31
south africa,2019,prepared food,32469.15,31616.9,106.77,1177.17,53.98
italy,2019,grain cereal,16597.69,18109.91,23.46,1297.02,45.73
usa,2021,beverage,20066.64,19117.11,71.58,1282.83,39.95
usa,2024,meat seafood,36406.66,38257.65,86.83,1025.96,40.15
germany,2020,bakery item,11814.13,13568.51,28.11,424.98,32.52
germany,2024,beverage,23530.66,24956.85,35.86,1362.79,37.5
south africa,2021,frozen food,2348.43,2478.72,23.06,85.69,69.93
indonesia,2019,meat seafood,21638.4,19007.22,50.32,1308.74,62.39
australia,2023,fruit vegetable,43827.67,45552.98,173.72,745.41,32.51
mexico,2019,meat seafood,32117.43,26470.76,129.47,213.41,57.07
indonesia,2020,meat seafood,32901.64,28886.13,191.65,1056.51,51.32
china,2020,fruit vegetable,1251.62,1204.67,165.82,260.53,68.45
italy,2023,dairy product,804.2,907.98,140.12,494.37,44.63
indonesia,2022,bakery item,25218.13,21911.21,157.17,1151.71,65.83
italy,2024,meat seafood,26533.04,23117.07,110.72,189.41,62.45
italy,2018,prepared food,29200.14,23408.15,33.21,152.57,49.45
south africa,2022,fruit vegetable,30072.7,30370.68,97.55,64.42,69.06
russia,2022,grain cereal,22926.98,24139.73,194.18,965.7,35.02
indonesia,2024,meat seafood,16944.66,18989.34,174.0,1220.97,62.35
china,2019,dairy product,12140.59,12811.14,147.94,479.94,55.58
uk,2021,dairy product,18177.63,15919.66,29.59,1181.4,46.67
uk,2018,dairy product,48072.99,39852.6,41.42,104.36,32.43
mexico,2024,bakery item,45967.48,46924.8,181.02,1025.26,48.85
india,2018,beverage,2810.85,3118.0,153.34,1060.13,56.55
brazil,2023,fruit vegetable,11186.25,11885.8,146.25,1353.71,36.75
usa,2021,frozen food,11460.63,10850.95,73.19,1007.79,44.12
china,2018,beverage,4266.6,4843.21,110.29,1296.09,39.76
russia,2020,bakery item,7853.7,6310.57,157.05,1273.71,40.23
argentina,2020,beverage,16698.38,19560.35,27.17,549.23,49.47
south korea,2023,frozen food,5896.86,6313.63,140.24,933.29,32.89
uk,2019,bakery item,25562.97,30519.9,70.76,973.45,46.51
italy,2018,dairy product,39031.23,37517.04,188.61,1373.75,61.51
saudi arabia,2018,meat seafood,9206.61,7509.27,184.06,137.38,43.89
japan,2020,frozen food,12800.16,10998.6,121.14,749.72,43.26
usa,2019,dairy product,14661.13,14940.14,102.19,1012.78,57.61
south africa,2020,grain cereal,13712.86,15754.58,21.8,427.45,34.24
australia,2023,dairy product,47757.98,52330.54,87.2,261.3,65.82
india,2020,meat seafood,7665.95,8212.39,82.39,400.12,41.45
turkey,2022,prepared food,32959.47,39527.46,148.19,876.25,39.45
brazil,2022,fruit vegetable,41810.55,49687.65,47.97,711.0,62.29
canada,2020,bakery item,30638.34,35089.91,33.63,1067.04,44.3
uk,2022,dairy product,31151.33,32018.28,60.68,907.81,50.74
australia,2018,fruit vegetable,795.69,664.48,102.64,641.08,45.26
turkey,2019,frozen food,31775.63,26989.29,135.5,946.01,45.83
france,2018,fruit vegetable,6399.99,5880.84,155.86,303.67,66.32
spain,2024,meat seafood,3335.93,2697.39,173.1,1281.32,47.84
mexico,2021,meat seafood,32269.61,32056.0,140.15,713.9,30.39
canada,2023,prepared food,40958.23,45227.94,100.92,1256.74,43.82
australia,2018,beverage,31405.75,33856.31,194.86,1232.83,64.67
argentina,2018,grain cereal,22509.21,23765.56,158.37,751.04,67.66
canada,2024,bakery item,15633.24,15697.13,139.15,1330.71,33.3
japan,2021,dairy product,47920.72,53947.82,158.76,50.5,48.32
australia,2018,meat seafood,19895.96,19570.19,112.61,1041.59,40.12
canada,2019,beverage,5947.99,5770.54,123.6,360.17,30.83
germany,2024,prepared food,34319.79,34261.08,197.79,732.93,50.48
uk,2022,prepared food,1364.29,1239.2,178.83,1203.27,36.29
italy,2021,beverage,4771.68,5399.86,124.81,490.67,55.14
indonesia,2020,beverage,11831.38,9645.14,171.29,932.96,62.23
italy,2020,bakery item,20053.87,20908.91,146.93,1028.94,65.32
australia,2020,dairy product,24922.81,22753.0,24.48,367.27,33.67
uk,2019,prepared food,24926.49,23777.4,75.55,23.06,44.6
australia,2024,fruit vegetable,48288.75,47935.55,125.12,216.45,32.38
india,2018,dairy product,49713.02,49858.42,188.8,699.59,42.76
saudi arabia,2023,bakery item,36776.95,41808.37,185.28,1335.68,36.07
italy,2020,dairy product,10943.72,8850.35,151.32,911.76,63.96
indonesia,2023,frozen food,13011.74,14987.95,45.55,17.03,69.2
italy,2018,fruit vegetable,36987.3,40094.57,162.67,585.44,30.42
turkey,2018,prepared food,20497.05,19769.05,155.32,52.89,43.14
france,2021,meat seafood,48643.3,45212.72,52.73,705.29,69.48
germany,2020,bakery item,27535.43,24000.35,47.86,1077.77,63.83
south africa,2020,dairy product,41431.6,41127.44,158.86,822.12,36.87
india,2021,beverage,20351.56,17289.67,55.24,221.61,48.73
brazil,2024,bakery item,10227.92,9614.77,52.35,108.07,61.37
italy,2021,fruit vegetable,30808.24,33062.57,196.29,687.61,41.73
japan,2019,fruit vegetable,3967.86,3362.37,84.92,725.91,46.56
argentina,2019,bakery item,6650.92,7579.11,162.65,1084.11,57.93
japan,2023,bakery item,28724.78,29908.47,135.86,1383.32,48.97
italy,2024,fruit vegetable,39363.88,38203.95,55.09,322.55,63.49
india,2020,dairy product,19867.48,20452.85,33.93,679.12,61.67
russia,2024,bakery item,19933.91,22347.45,165.12,1115.19,52.42
argentina,2020,meat seafood,43793.47,47572.31,116.1,634.57,62.41
russia,2021,bakery item,20784.19,19901.18,83.5,1211.05,66.9
russia,2021,bakery item,20579.73,19232.59,60.09,1229.5,34.29
indonesia,2020,fruit vegetable,13334.55,11011.2,75.05,1066.31,64.66
usa,2018,fruit vegetable,43788.58,44877.77,199.83,1323.68,53.74
germany,2023,beverage,24881.93,22405.35,81.53,452.31,30.87
turkey,2020,frozen food,48461.19,45557.47,178.87,1371.75,49.54
germany,2020,prepared food,4543.43,5199.23,155.38,679.69,68.0
indonesia,2019,bakery item,7065.82,7319.01,154.68,23.43,63.8
uk,2020,fruit vegetable,48896.07,42855.11,75.11,483.41,52.11
germany,2021,bakery item,4246.78,3554.71,40.91,1117.56,52.29
saudi arabia,2024,meat seafood,23485.33,26696.48,111.9,627.04,65.84
china,2018,dairy product,21886.53,21929.06,54.64,981.93,69.96
spain,2023,prepared food,13772.37,12965.94,199.4,1243.65,39.87
australia,2022,dairy product,4506.02,4669.49,48.83,810.54,44.16
turkey,2024,grain cereal,26605.16,28734.29,194.42,998.99,44.43
germany,2019,beverage,17980.73,16578.14,135.54,172.14,31.51
south africa,2019,meat seafood,37791.64,36116.12,180.14,847.39,68.12
china,2021,grain cereal,32634.06,30546.05,122.05,1083.2,56.54
argentina,2019,beverage,9291.4,7800.49,158.26,201.86,60.01
italy,2023,dairy product,2591.28,2539.45,184.37,894.26,63.12
canada,2019,meat seafood,44477.26,37883.6,115.17,481.86,40.48
uk,2020,beverage,47383.13,46675.03,87.78,292.83,69.49
germany,2024,fruit vegetable,13107.39,14142.18,133.78,488.34,33.13
turkey,2021,fruit vegetable,22876.31,18500.74,122.13,1210.89,31.2
australia,2024,meat seafood,24658.77,21150.24,190.65,987.02,55.65
south africa,2021,meat seafood,47795.17,51508.42,23.8,1384.94,44.59
south africa,2022,frozen food,27412.14,24285.52,29.08,1032.17,37.87
turkey,2022,bakery item,11754.6,13589.36,38.41,1325.99,39.56
italy,2024,frozen food,25751.15,27543.65,82.04,169.01,59.64
india,2020,grain cereal,38788.16,38233.95,171.57,933.35,63.84
australia,2019,prepared food,47213.66,41479.51,119.67,634.44,33.96
saudi arabia,2022,bakery item,34878.89,28723.34,109.99,1393.23,42.47
saudi arabia,2018,frozen food,14347.74,13176.64,81.0,97.11,35.38
turkey,2018,beverage,25357.01,29458.54,85.67,530.96,36.42
spain,2020,meat seafood,37724.45,38936.2,174.15,1320.3,32.59
mexico,2024,prepared food,25896.07,27820.57,62.31,913.57,45.84
mexico,2024,frozen food,16759.44,14835.52,159.4,635.84,39.73
uk,2018,fruit vegetable,45708.36,44083.59,26.57,799.74,61.48
russia,2019,bakery item,34128.57,28171.7,188.18,283.36,45.37
south korea,2018,grain cereal,36276.5,36781.35,195.05,287.95,48.45
france,2019,meat seafood,16630.97,13435.43,141.55,413.02,45.87
argentina,2020,frozen food,39920.99,42415.75,51.35,1127.43,57.38
south africa,2019,dairy product,8022.86,6768.62,80.96,1122.45,50.78
argentina,2023,fruit vegetable,33831.35,30292.0,171.24,793.74,62.6
china,2018,bakery item,13232.58,12779.41,86.63,417.81,41.12
south africa,2024,grain cereal,25462.07,20702.75,152.13,957.59,53.4
indonesia,2018,meat seafood,12286.86,12617.84,88.18,1124.78,47.15
canada,2018,frozen food,1581.41,1654.63,72.79,875.05,48.48
usa,2020,fruit vegetable,33216.95,33519.19,190.22,454.98,63.56
brazil,2022,fruit vegetable,5881.53,5929.15,196.4,230.31,62.64
argentina,2022,bakery item,11947.95,12681.14,56.45,1179.45,66.07
japan,2018,grain cereal,29883.47,26779.8,65.22,442.64,65.09
mexico,2018,meat seafood,20409.63,17866.36,134.61,422.84,60.48
germany,2019,frozen food,22345.64,24910.18,163.42,684.69,33.91
brazil,2020,prepared food,42577.15,41658.2,131.32,1277.56,38.9
mexico,2022,grain cereal,8949.0,8542.5,27.53,605.81,47.54
russia,2018,meat seafood,48739.3,56192.06,28.23,219.36,65.25
china,2020,bakery item,38564.43,32658.89,26.13,362.46,54.73
saudi arabia,2018,beverage,17771.61,17461.07,56.81,831.42,62.27
usa,2023,grain cereal,9799.74,9998.61,130.16,157.64,38.6
russia,2022,fruit vegetable,14859.9,14172.89,80.6,1244.35,64.89
south africa,2021,bakery item,17656.44,20511.6,50.98,771.51,51.62
uk,2022,meat seafood,41283.64,42195.46,78.15,513.62,46.16
saudi arabia,2022,frozen food,33558.64,36201.96,44.06,1099.07,65.53
germany,2020,dairy product,23151.0,22695.55,151.32,361.5,58.35
germany,2021,frozen food,43395.8,42356.33,148.53,690.21,36.69
turkey,2019,meat seafood,35461.44,32536.66,93.0,78.77,67.73
germany,2021,frozen food,5170.06,5685.82,52.39,483.54,63.67
china,2020,grain cereal,47836.43,53056.61,128.64,637.38,42.45
australia,2024,beverage,19597.5,21349.34,135.19,647.32,33.33
australia,2020,prepared food,47574.43,39243.81,113.13,631.25,60.81
usa,2022,grain cereal,11479.76,12719.36,144.51,454.91,34.01
spain,2020,prepared food,23830.2,25819.12,139.08,302.0,46.41
india,2020,prepared food,33229.0,36468.28,199.01,824.94,38.95
france,2020,meat seafood,11243.38,12223.77,193.06,18.98,68.11
argentina,2018,meat seafood,34590.56,29375.24,193.51,176.71,37.7
china,2024,frozen food,6522.86,5334.03,164.16,576.36,59.15
australia,2024,grain cereal,6128.27,5386.6,87.95,250.02,60.31
argentina,2019,meat seafood,33662.64,38715.68,38.22,1199.1,31.2
russia,2023,dairy product,31553.31,27883.34,92.26,1356.17,47.73
india,2022,frozen food,38352.58,36719.57,55.06,1118.04,52.91
germany,2019,fruit vegetable,4730.21,5486.39,89.77,11.29,51.19
russia,2024,dairy product,3771.8,3221.32,42.31,1374.53,38.63
turkey,2020,beverage,16449.71,13204.62,70.6,397.0,61.27
brazil,2020,grain cereal,45537.84,44766.55,145.38,489.37,60.45
saudi arabia,2024,bakery item,40280.76,45344.83,141.42,607.47,54.25
south africa,2021,grain cereal,6385.32,5824.93,22.85,697.78,45.24
canada,2019,beverage,40586.76,47867.15,179.54,795.6,53.2
usa,2021,dairy product,28582.65,23208.72,96.05,328.26,53.38
indonesia,2018,meat seafood,12401.47,11448.82,100.24,321.57,42.82
argentina,2020,dairy product,1401.62,1256.84,60.51,1232.33,52.94
indonesia,2020,meat seafood,30545.07,25240.14,174.74,1191.15,37.38
china,2023,grain cereal,38744.41,31808.42,123.07,603.0,31.41
uk,2022,fruit vegetable,8352.25,7851.65,50.15,1108.56,37.32
saudi arabia,2018,dairy product,29588.57,30075.64,149.51,1182.92,56.98
south africa,2019,prepared food,20653.43,18253.02,103.72,450.44,47.33
india,2020,fruit vegetable,32652.96,35165.55,134.06,23.49,44.39
mexico,2019,dairy product,13538.96,12305.63,185.53,1073.95,43.13
indonesia,2019,meat seafood,3613.99,3087.86,136.53,349.48,57.7
brazil,2020,grain cereal,22568.08,22703.7,124.49,825.9,51.16
japan,2018,meat seafood,43768.06,45522.98,53.65,1138.12,33.89
turkey,2018,prepared food,9006.3,8000.91,172.54,1054.61,59.88
france,2020,frozen food,45559.31,47508.31,137.62,364.73,36.01
indonesia,2022,frozen food,20372.16,21673.06,141.76,758.88,56.79
brazil,2022,prepared food,18814.31,16286.36,89.87,1387.49,35.71
brazil,2023,beverage,25255.87,29351.15,160.37,643.73,36.61
japan,2022,frozen food,24800.87,28942.48,94.71,1060.06,68.3
indonesia,2018,dairy product,24220.54,20618.9,93.73,251.86,46.95
japan,2024,beverage,7290.09,6996.1,131.23,502.55,56.59
japan,2018,bakery item,27534.23,29110.52,162.58,693.46,69.77
italy,2021,bakery item,4405.63,4759.81,116.46,73.64,47.77
australia,2023,meat seafood,19342.06,19006.54,175.68,985.03,66.09
south korea,2023,prepared food,4171.2,3903.89,130.46,1045.87,32.58
india,2019,bakery item,23728.91,23191.39,30.35,1145.0,59.57
canada,2023,bakery item,34600.63,33104.38,185.05,478.41,61.26
japan,2023,beverage,18902.4,18747.79,100.82,369.03,45.41
australia,2023,dairy product,17597.05,17582.88,164.06,222.8,59.52
mexico,2022,meat seafood,35852.3,41996.52,167.88,1307.15,55.63
france,2018,bakery item,38755.01,39812.52,58.81,895.89,44.77
australia,2020,frozen food,8307.99,6650.19,149.59,221.14,50.21
russia,2021,dairy product,41548.85,34033.34,106.19,564.04,41.91
south korea,2024,dairy product,48474.74,43605.18,39.27,840.18,65.97
mexico,2021,fruit vegetable,28916.69,32196.55,134.55,950.8,31.46
usa,2019,prepared food,31980.71,35434.66,132.11,355.18,35.31
italy,2018,beverage,29922.27,35494.18,53.99,1138.65,51.15
germany,2020,fruit vegetable,38681.87,33973.5,27.75,1054.51,64.91
south korea,2019,beverage,17963.27,20605.61,22.52,315.39,39.22
australia,2022,grain cereal,16867.64,19167.49,157.32,1287.85,44.16
turkey,2018,dairy product,21928.77,25233.25,150.64,1101.44,56.04
south korea,2021,frozen food,40857.91,46463.12,44.34,602.65,61.24
brazil,2023,dairy product,28810.62,34553.6,129.68,856.13,50.22
germany,2019,fruit vegetable,17230.55,19353.55,177.45,224.07,64.09
south africa,2018,beverage,38851.37,34204.69,149.05,219.4,41.67
japan,2018,bakery item,23843.3,20013.4,114.45,1259.89,69.22
japan,2018,frozen food,17775.87,14626.15,192.6,498.22,36.2
france,2020,meat seafood,39332.55,43838.89,160.59,676.21,57.25
brazil,2022,frozen food,37794.81,31849.6,48.76,76.6,38.69
spain,2023,grain cereal,32843.06,27504.95,143.86,491.46,54.56
saudi arabia,2020,beverage,14284.62,13705.76,80.43,493.89,47.7
brazil,2024,bakery item,31449.81,34344.23,119.49,1207.32,46.1
italy,2021,grain cereal,14721.03,15984.7,177.51,481.19,40.59
china,2020,grain cereal,17673.4,21146.85,194.93,1373.6,42.92
germany,2019,grain cereal,42043.14,36734.88,66.68,1383.97,61.51
uk,2021,fruit vegetable,35106.61,41960.33,100.15,163.09,33.7
indonesia,2023,meat seafood,22413.83,18004.61,53.68,891.19,39.61
canada,2023,beverage,20235.81,16744.08,108.17,94.52,54.46
indonesia,2021,fruit vegetable,43600.25,51461.96,97.81,508.93,53.94
turkey,2019,bakery item,45483.34,42243.95,160.54,1053.42,34.04
mexico,2024,frozen food,12488.76,13219.64,27.03,710.49,54.35
saudi arabia,2021,prepared food,25919.77,26176.34,43.74,441.37,60.04
turkey,2018,bakery item,38623.78,38544.07,166.34,652.0,33.3
china,2021,fruit vegetable,44733.13,45485.4,128.31,1014.79,58.6
usa,2021,meat seafood,48731.01,51453.67,127.89,1282.07,55.97
germany,2019,grain cereal,8253.32,8452.47,43.85,167.21,59.63
turkey,2024,prepared food,41099.29,43634.85,148.06,1054.79,59.01
italy,2020,meat seafood,25528.24,26821.15,62.02,157.03,40.79
brazil,2021,fruit vegetable,41094.84,38219.46,79.03,1211.31,37.36
china,2018,fruit vegetable,44135.77,44014.24,170.31,190.75,62.35
france,2020,bakery item,2748.15,2227.25,138.93,784.79,36.65
italy,2018,grain cereal,19031.96,17002.43,174.25,1060.89,49.71
canada,2023,meat seafood,38683.68,46155.58,103.97,785.29,54.22
japan,2021,dairy product,36669.2,31771.48,142.11,354.57,56.63
brazil,2022,prepared food,12289.15,13239.72,137.34,1037.97,60.7
india,2024,dairy product,9720.84,10304.87,40.11,116.33,53.31
argentina,2023,frozen food,41009.81,44634.39,98.55,706.53,65.8
china,2021,frozen food,1650.24,1546.86,47.2,442.62,62.1
china,2023,fruit vegetable,13158.48,14397.43,43.99,1323.82,50.27
usa,2022,fruit vegetable,23481.71,19223.31,73.28,828.05,60.52
turkey,2021,frozen food,14619.47,14294.85,77.72,751.85,34.39
argentina,2018,frozen food,19119.94,22634.44,136.85,1050.84,68.84
france,2021,bakery item,35575.75,32976.58,140.53,587.53,45.29
usa,2018,fruit vegetable,34170.59,34859.68,94.39,777.03,41.6
germany,2018,bakery item,49511.53,40027.8,150.17,552.21,67.31
mexico,2022,dairy product,43147.54,35382.31,43.19,843.07,44.77
italy,2019,prepared food,13160.74,15727.17,149.73,211.06,63.14
india,2022,grain cereal,5759.15,6427.88,168.77,1394.2,37.22
spain,2019,grain cereal,12625.72,11788.01,175.12,1009.26,40.52
france,2020,dairy product,15521.69,13453.46,46.46,314.37,39.49
uk,2019,dairy product,11084.93,12598.47,25.04,1345.63,52.43
saudi arabia,2019,bakery item,15583.63,13255.85,46.61,973.05,41.62
south africa,2023,bakery item,9508.41,10582.75,20.66,48.13,40.75
indonesia,2021,fruit vegetable,39348.87,34608.37,130.96,283.67,59.29
italy,2024,beverage,24121.2,28455.91,23.33,710.14,32.32
india,2022,fruit vegetable,4710.18,5007.17,121.85,315.22,32.35
turkey,2018,fruit vegetable,21411.4,21402.77,151.44,539.4,50.87
south africa,2019,prepared food,14892.8,15282.22,80.87,1310.11,48.52
turkey,2020,bakery item,39525.76,40409.95,47.56,1032.09,58.84
mexico,2019,bakery item,42335.87,38012.23,133.31,81.11,56.83
italy,2021,meat seafood,41616.06,45467.27,198.75,971.5,69.96
germany,2020,beverage,42992.46,47767.22,48.44,592.58,58.25
spain,2021,bakery item,2991.83,2960.43,53.02,146.92,60.27
japan,2022,prepared food,34343.36,37433.1,137.02,467.65,32.24
spain,2023,prepared food,45324.58,48623.38,83.97,167.59,62.21
turkey,2023,prepared food,26357.4,31374.01,110.76,189.93,35.75
germany,2022,dairy product,15916.02,14934.3,135.53,733.39,51.45
canada,2018,meat seafood,31339.96,37294.58,181.56,604.77,57.43
south africa,2023,meat seafood,37116.04,32648.86,177.79,374.43,31.2
china,2018,fruit vegetable,36259.77,37544.62,55.69,1023.87,56.3
italy,2022,grain cereal,14919.1,17084.2,132.51,803.19,36.11
south korea,2020,beverage,42030.89,45789.18,63.52,585.27,60.06
indonesia,2020,grain cereal,30761.09,24828.6,79.05,576.35,60.97
turkey,2021,bakery item,13002.52,15565.35,58.26,982.98,38.01
saudi arabia,2019,prepared food,15490.93,12642.13,159.05,375.62,66.65
south africa,2023,beverage,17821.64,16109.76,24.35,66.18,68.81
usa,2018,dairy product,883.58,732.83,125.68,376.86,47.51
italy,2022,grain cereal,28088.1,24215.09,76.32,729.94,54.91
germany,2024,frozen food,24366.95,23847.84,29.73,1298.63,42.29
russia,2022,prepared food,48638.45,41147.2,165.93,112.72,33.42
mexico,2024,dairy product,25626.17,20892.25,168.75,850.52,43.5
south africa,2021,bakery item,31434.87,37218.26,83.98,883.02,50.73
japan,2018,prepared food,3875.26,4171.74,111.03,984.53,63.24
spain,2019,bakery item,17731.47,19809.54,102.18,1019.24,41.73
japan,2023,grain cereal,2267.05,2347.17,146.55,129.91,35.9
canada,2022,beverage,27384.23,27460.01,166.87,1125.17,32.88
france,2022,frozen food,37658.84,44908.91,161.7,1057.61,61.06
south korea,2018,frozen food,23944.71,20221.28,92.54,1107.64,59.08
uk,2023,fruit vegetable,14270.47,16875.48,131.8,672.26,45.11
south korea,2024,bakery item,10750.06,11143.47,194.86,539.34,42.15
italy,2021,grain cereal,25760.32,24901.13,65.31,431.85,34.51
france,2023,meat seafood,31881.43,36280.05,188.46,587.85,60.03
south korea,2018,prepared food,24351.4,26008.75,74.06,350.0,69.49
spain,2023,frozen food,24170.61,24194.62,35.97,487.76,53.64
india,2019,meat seafood,20186.78,23092.05,74.13,457.32,57.42
spain,2020,fruit vegetable,33030.51,30017.0,169.29,1212.13,68.41
france,2024,grain cereal,46890.11,50991.35,101.17,970.27,69.48
germany,2022,meat seafood,41004.31,46604.29,25.18,647.17,54.86
mexico,2021,prepared food,30750.8,33432.3,137.34,230.4,34.81
china,2021,frozen food,30637.42,25279.55,174.6,1027.22,66.37
mexico,2022,grain cereal,34149.18,38842.47,101.9,942.49,35.92
indonesia,2022,meat seafood,46815.5,42424.43,118.25,1051.34,31.52
china,2021,prepared food,12513.65,10732.01,89.82,1376.59,30.84
australia,2023,grain cereal,41819.44,36925.57,196.26,813.71,67.98
south korea,2023,prepared food,49107.7,50025.56,115.42,233.71,57.95
turkey,2023,grain cereal,42525.41,43267.76,95.59,1200.86,34.98
india,2023,bakery item,11040.53,11278.52,83.92,172.33,64.77
spain,2021,grain cereal,44081.72,44429.64,107.15,349.13,64.64
mexico,2023,prepared food,35076.45,35115.4,56.36,377.48,31.52
italy,2022,prepared food,20946.36,17515.05,161.73,517.33,62.44
turkey,2024,dairy product,41633.95,38231.15,168.63,563.08,65.24
russia,2021,beverage,42467.04,34601.29,38.39,1389.49,37.71
saudi arabia,2019,beverage,30419.87,36046.03,27.9,1363.88,46.26
saudi arabia,2020,bakery item,28809.15,23817.33,114.87,189.05,59.88
italy,2019,bakery item,20245.33,22805.62,167.95,635.18,33.06
australia,2023,meat seafood,22703.51,24955.67,66.84,1357.71,49.76
italy,2023,dairy product,13326.03,11474.94,139.32,1018.74,43.19
uk,2019,beverage,45581.29,37684.56,29.71,394.29,61.63
spain,2023,meat seafood,19686.0,21084.15,36.77,1092.68,35.82
south korea,2021,fruit vegetable,41191.76,47097.13,40.08,550.15,67.44
mexico,2021,dairy product,1532.37,1367.1,57.91,1060.66,67.3
uk,2022,dairy product,31688.19,25866.5,26.21,266.91,64.94
uk,2024,bakery item,32539.06,36744.0,159.49,52.6,33.8
south africa,2022,prepared food,20894.32,20180.47,109.99,624.72,39.49
australia,2023,frozen food,18746.74,17600.48,66.86,832.71,57.07
mexico,2023,grain cereal,44680.27,53062.49,140.02,904.94,61.57
china,2020,grain cereal,4100.72,3967.38,161.82,735.45,50.56
russia,2020,meat seafood,10163.57,8929.28,44.65,667.06,58.97
uk,2020,fruit vegetable,3193.99,3543.2,146.15,1089.03,43.5
saudi arabia,2022,dairy product,13520.49,12198.85,168.69,1060.38,46.82
japan,2022,beverage,46515.03,45618.46,100.96,335.06,54.33
canada,2024,dairy product,39004.36,44355.91,58.31,896.32,38.52
brazil,2023,meat seafood,38139.33,41925.0,58.97,1053.52,59.51
turkey,2022,bakery item,37878.43,45092.53,32.95,245.46,45.18
argentina,2021,meat seafood,49387.02,46708.71,129.97,774.46,43.94
south korea,2019,dairy product,14842.05,15528.45,171.78,1382.56,46.64
uk,2020,bakery item,31713.3,27576.98,187.98,132.67,46.88
brazil,2022,fruit vegetable,2042.26,2256.48,78.13,212.94,43.55
germany,2020,meat seafood,20302.83,20726.29,159.93,839.95,49.56
brazil,2021,dairy product,2712.29,2735.91,185.47,228.39,66.79
indonesia,2021,beverage,39887.41,35684.56,126.56,992.7,53.11
germany,2021,dairy product,28451.49,34008.33,179.67,1075.42,30.52
usa,2024,frozen food,7125.82,6079.02,165.78,684.89,32.08
italy,2020,meat seafood,42110.44,39772.84,162.4,674.12,50.56
australia,2021,grain cereal,23064.47,21332.4,168.07,642.95,50.13
france,2024,fruit vegetable,32948.34,27988.9,58.41,925.96,36.92
japan,2021,grain cereal,29944.88,34923.52,28.65,260.73,42.21
italy,2019,dairy product,38709.38,38601.9,163.77,740.53,49.0
australia,2018,bakery item,15382.11,14887.14,172.81,763.91,62.85
argentina,2024,grain cereal,16270.95,16900.74,144.49,846.88,47.01
australia,2022,meat seafood,8997.95,8132.68,165.36,585.42,54.71
mexico,2019,bakery item,36423.94,37742.7,70.96,183.99,62.79
india,2021,fruit vegetable,34844.76,28235.33,190.53,1239.91,51.37
indonesia,2020,frozen food,37903.21,39273.22,155.96,1215.47,59.45
spain,2022,dairy product,44003.89,35541.28,93.26,1175.91,31.42
south africa,2020,grain cereal,14912.46,12840.38,34.05,160.05,53.64
canada,2023,beverage,5164.03,5766.99,189.15,1245.91,51.75
italy,2020,meat seafood,31602.42,25537.29,134.31,473.71,60.73
usa,2021,frozen food,37875.46,45347.88,143.31,725.96,44.54
argentina,2023,meat seafood,41910.99,47436.94,89.8,324.8,67.44
france,2021,beverage,40449.32,47696.47,197.31,168.32,43.1
france,2020,meat seafood,42442.57,45788.95,188.32,142.91,32.35
russia,2022,prepared food,19047.02,16267.32,170.58,272.33,32.49
china,2018,grain cereal,47749.55,39099.53,188.54,359.58,43.16
canada,2018,bakery item,49341.91,52775.19,106.29,906.36,58.87
indonesia,2020,frozen food,44590.66,45630.59,166.39,908.86,40.15
canada,2019,prepared food,31133.27,28268.89,23.93,457.91,40.46
japan,2021,grain cereal,7225.77,7393.73,105.58,1247.06,32.27
japan,2024,frozen food,2886.99,3327.0,147.87,13.72,65.87
france,2020,beverage,12396.63,11857.8,135.95,820.55,30.09
italy,2023,meat seafood,28316.47,30769.01,178.99,518.97,62.13
usa,2024,grain cereal,34832.33,32198.66,198.47,1366.62,31.53
usa,2020,dairy product,2394.57,2590.56,183.97,1231.32,52.7
south africa,2019,beverage,12613.45,10764.24,101.54,391.98,63.16
spain,2021,dairy product,7913.03,8075.1,152.35,177.73,60.35
russia,2023,frozen food,32703.24,32320.61,73.56,1392.18,31.6
mexico,2018,beverage,34292.47,33457.33,148.49,158.13,67.48
